Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,birth_year_fb,market_value_eur,player_id,dob,age,join_method
rodrigo saravia,uy URU,MF,Gimnasia–LP,23,2000,5.0,0,0,0.2,0.0,6,0,140,186,75.27,15,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,rodrigo saravia,rodrigo saravia,gimnasia lp,2000,1500000,750753,2000-08-17,25,first+last+birth_year
rodrigo sayavedra,ar ARG,"DF,MF",Deportivo Riestra,28,1995,7.4,0,0,0.1,0.1,3,1,131,278,47.12,22,11,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,rodrigo sayavedra,rodrigo sayavedra,deportivo riestra,1995,75000,696728,1995-07-21,30,first+last+birth_year
rodrigo villagra,ar ARG,MF,River Plate,22,2001,11.1,0,1,0.1,0.2,5,2,459,528,86.93,25,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,rodrigo villagra,rodrigo villagra,river plate,2001,,,nan,,
roger martinez,co COL,"FW,MF",Racing Club,29,1994,9.6,5,0,3.2,1.0,29,11,130,194,67.01,10,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,roger martinez,roger martinez,racing club,1994,,,nan,,
roman gomez,ar ARG,DF,Estudiantes–LP,19,2004,2.0,0,0,0.0,0.0,1,0,57,86,66.28,5,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,roman gomez,roman gomez,estudiantes lp,2004,400000,1241022,2004-07-14,21,first+last+birth_year
roman vega,ar ARG,DF,Arg Juniors,20,2004,20.4,0,0,0.2,1.6,14,2,725,1031,70.32,54,32,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,roman vega,roman vega,arg juniors,2004,,,nan,,
ronaldo martinez,py PAR,"FW,MF",Platense,27,1996,10.4,3,0,1.9,0.5,24,8,115,263,43.73,4,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,ronaldo martinez,ronaldo martinez,platense,1996,2500000,567736,1996-04-25,29,key+birth_year
ruben botta,ar ARG,"MF,FW",Talleres,34,1990,15.9,2,5,2.4,2.1,21,8,524,709,73.91,20,12,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,ruben botta,ruben botta,talleres,1990,500000,88542,1990-01-31,35,key+birth_year
ruben martinez,ar ARG,MF,Independiente,19,2004,15.7,0,0,1.0,0.3,13,4,370,516,71.71,45,25,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,ruben martinez,ruben martinez,independiente,2004,,,nan,,
salomon rodriguez,uy URU,FW,Godoy Cruz,23,2000,18.4,8,1,11.1,0.8,49,20,189,310,60.97,14,10,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,salomon rodriguez,salomon rodriguez,godoy cruz,2000,,,nan,,
samuel beltran,ar ARG,MF,Rosario Central,19,2004,0.7,0,0,0.0,0.0,1,0,19,28,67.86,4,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,samuel beltran,samuel beltran,rosario central,2004,,,nan,,
santi ramos mingo,ar ARG,DF,Defensa y Just,22,2001,22.0,1,1,1.9,0.2,18,6,831,1015,81.87,29,16,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santi ramos mingo,santi mingo,defensa y justicia,2001,,,nan,,
santiago arzamendia,py PAR,DF,Estudiantes–LP,25,1998,9.3,0,0,0.2,1.9,9,2,302,424,71.23,23,11,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,santiago arzamendia,santiago arzamendia,estudiantes lp,1998,2000000,520947,1998-05-05,27,first+last+birth_year
santiago ascacibar,ar ARG,MF,Estudiantes–LP,26,1997,21.4,4,1,2.9,1.6,39,12,1009,1235,81.7,75,45,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago ascacibar,santiago ascacibar,estudiantes lp,1997,7000000,423436,1997-02-25,28,first+last+birth_year
santiago caseres,ar ARG,MF,Vélez Sarsfield,26,1997,0.3,0,0,0.1,0.0,1,1,26,28,92.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago caseres,santiago caseres,velez sarsfield,1997,,,nan,,
santiago coronel,ar ARG,"MF,FW",Barracas Central,23,2000,4.2,0,1,0.2,1.5,11,0,268,358,74.86,8,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,santiago coronel,santiago coronel,barracas central,2000,,,nan,,
santiago dalmasso,ar ARG,MF,Boca Juniors,19,2004,0.1,0,0,0.0,0.0,0,0,7,7,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santiago dalmasso,santiago dalmasso,boca juniors,2004,,,nan,,
santiago esquivel,ar ARG,MF,Banfield,20,2004,3.2,0,0,0.1,0.0,1,0,86,107,80.37,8,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago esquivel,santiago esquivel,banfield,2004,400000,1301391,2004-01-02,21,key+birth_year
santiago flores,ar ARG,DF,Estudiantes–LP,22,2001,3.0,0,1,0.0,0.2,1,0,123,157,78.34,6,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santiago flores,santiago flores,estudiantes lp,2001,100000,1011266,2001-03-25,24,first+last+birth_year
santiago godoy,ar ARG,FW,Defensa y Just,22,2001,0.5,0,0,0.0,0.2,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santiago godoy,santiago godoy,defensa y justicia,2001,,,nan,,
santiago gonzalez,ar ARG,MF,Tigre,20,2003,16.1,1,1,0.8,1.1,11,2,445,561,79.32,62,33,40,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago gonzalez,santiago gonzalez,tigre,2003,2500000,1249779,2003-05-03,22,key+birth_year
santiago hidalgo,ar ARG,"FW,MF",Independiente,18,2005,8.1,1,2,3.4,1.4,30,14,116,170,68.24,21,15,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,santiago hidalgo,santiago hidalgo,independiente,2005,,,nan,,
santiago laquidain,ar ARG,DF,Cen. Córdoba–SdE,22,2001,5.7,0,1,0.0,0.2,1,0,293,348,84.2,16,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,santiago laquidain,santiago laquidain,cen cordoba sde,2001,,,nan,,
santiago lencina,ar ARG,FW,River Plate,18,2005,0.1,0,0,0.0,0.0,0,0,8,11,72.73,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,santiago lencina,santiago lencina,river plate,2005,2500000,1289929,2005-09-04,20,key+birth_year
santiago longo,ar ARG,MF,Belgrano,25,1998,6.7,0,0,0.6,0.4,1,0,298,346,86.13,10,6,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,santiago longo,santiago longo,belgrano,1998,3000000,697065,1998-04-12,27,key+birth_year
santiago lopez,ar ARG,FW,Independiente,17,2006,10.6,1,0,1.2,0.8,12,5,164,254,64.57,27,19,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,santiago lopez,santiago lopez,independiente,2006,2300000,1000687,2006-02-09,19,first+last+birth_year
santiago martinez,ar ARG,MF,Godoy Cruz,20,2004,0.2,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago martinez,santiago martinez,godoy cruz,2004,,,nan,,
santiago montiel,ar ARG,"FW,MF",Independiente,23,2000,11.0,4,4,2.1,2.0,26,8,252,367,68.66,18,12,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,santiago montiel,santiago montiel,independiente,2000,3500000,974336,2000-11-22,24,key+birth_year
santiago morales,0,DF,Sarmiento,0,0,0.5,0,0,0.0,0.0,0,0,9,16,56.25,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,santiago morales,santiago morales,sarmiento,0,175000,872785,2001-08-27,24,key_no_year
santiago quiros,ar ARG,DF,Racing Club,20,2003,11.6,1,0,0.9,0.2,5,1,524,663,79.03,17,14,9,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,santiago quiros,santiago quiros,racing club,2003,1000000,961786,2003-03-04,22,key+birth_year
santiago rodriguez,ar ARG,"FW,MF",Arg Juniors,26,1997,5.8,0,0,0.6,0.7,16,3,135,210,64.29,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago rodriguez,santiago rodriguez,arg juniors,1997,1200000,439437,1997-08-23,28,first+last+birth_year
santiago salle,ar ARG,DF,Independiente,19,2004,7.3,0,1,0.2,0.7,4,0,221,307,71.99,6,4,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santiago salle,santiago salle,independiente,2004,,,nan,,
santiago segovia,ar ARG,"MF,FW",Rosario Central,16,2007,1.5,1,0,0.4,0.0,2,1,44,57,77.19,4,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0,santiago segovia,santiago segovia,rosario central,2007,250000,1197922,2007-03-26,18,key+birth_year
santiago simon,ar ARG,"MF,DF",River Plate,21,2002,19.2,0,1,0.6,1.0,19,4,992,1263,78.54,55,36,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,santiago simon,santiago simon,river plate,2002,,,nan,,
santiago solari,ar ARG,"FW,MF",Racing Club,26,1998,9.2,2,2,2.0,1.5,19,4,185,292,63.36,11,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,santiago solari,santiago solari,racing club,1998,3000000,866059,1998-01-19,27,key+birth_year
santiago sosa,ar ARG,MF,San Lorenzo,19,2005,9.8,0,0,0.2,0.2,6,0,221,282,78.37,12,7,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santiago sosa,santiago sosa,san lorenzo,2005,600000,1253317,2005-01-30,20,first+last+birth_year
santiago toloza,ar ARG,MF,Independiente,21,2002,1.5,0,0,0.2,0.1,8,0,49,62,79.03,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,santiago toloza,santiago toloza,independiente,2002,800000,995585,2002-10-28,22,first+last+birth_year
santino andino,ar ARG,"MF,FW",Godoy Cruz,18,2005,11.7,2,2,1.2,1.3,16,5,121,206,58.74,28,15,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,santino andino,santino andino,godoy cruz,2005,5000000,1305935,2005-10-25,19,first+last+birth_year
santino primante,ar ARG,"FW,MF",Gimnasia–LP,19,2004,3.7,0,1,0.4,0.4,6,3,36,56,64.29,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,santino primante,santino primante,gimnasia lp,2004,,,nan,,
sasha marcich,ar ARG,DF,Platense,25,1998,24.3,1,1,1.5,1.2,23,7,582,1012,57.51,80,54,27,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,sasha marcich,sasha marcich,platense,1998,2000000,867621,1998-05-29,27,first+last+birth_year
saul salcedo,py PAR,DF,Newell's OB,26,1997,19.9,1,0,0.9,0.1,15,3,727,868,83.76,22,13,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,saul salcedo,saul salcedo,newell s ob,1997,1000000,353035,1997-08-29,28,first+last+birth_year
sebastian blanco,ar ARG,MF,San Lorenzo,35,1988,1.7,1,0,0.2,0.1,4,1,41,68,60.29,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,sebastian blanco,sebastian blanco,san lorenzo,1988,,,nan,,
sebastian boselli,uy URU,DF,Estudiantes–LP,20,2003,8.9,1,0,0.5,0.1,7,3,308,391,78.77,17,8,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,sebastian boselli,sebastian boselli,estudiantes lp,2003,3800000,898352,2003-12-04,21,first+last+birth_year
sebastian medina,ar ARG,"FW,DF",Tigre,23,2000,5.5,1,0,0.7,0.3,6,1,90,160,56.25,12,6,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,sebastian medina,sebastian medina,tigre,2000,300000,840774,2000-03-15,25,key+birth_year
sebastian meza,ar ARG,GK,Huracán,23,2000,3.0,0,0,0.0,0.5,0,0,68,97,70.1,0,0,0,0,4.0,1.33,14.0,10.0,71.4,2.0,66.7,0.0,0.0,0.0,0.0,4.7,0.34,0.7,0.22,12.0,40.0,30.0,76.0,11.0,43.4,38.4,3.0,7.1,1.0,0.33,10.3,True,23.0,sebastian meza,sebastian meza,huracan,2000,700000,839030,2000-03-14,25,key+birth_year
sebastian moyano,ar ARG,GK,Barracas Central,33,1990,9.0,0,0,0.0,0.0,0,0,230,299,76.92,0,0,0,0,11.0,1.22,43.0,33.0,81.4,2.0,22.2,3.0,3.0,0.0,0.0,13.6,0.25,3.6,0.4,40.0,95.0,42.1,191.0,54.0,31.9,31.9,14.0,7.6,15.0,1.67,14.8,True,33.0,sebastian moyano,sebastian moyano,barracas central,1990,,,nan,,
sebastian palacios,ar ARG,"FW,MF",Talleres,32,1992,5.8,2,1,1.6,0.6,11,3,103,154,66.88,9,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,sebastian palacios,sebastian palacios,talleres,1992,,,nan,,
sebastian prieto,ar ARG,DF,Arg Juniors,30,1993,7.0,0,0,0.3,0.3,12,2,301,413,72.88,13,11,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,sebastian prieto,sebastian prieto,arg juniors,1993,300000,613708,1993-04-09,32,first+last+birth_year
sebastian ramirez,ar ARG,FW,Huracán,23,2000,4.7,0,1,1.4,0.3,10,1,56,84,66.67,10,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,sebastian ramirez,sebastian ramirez,huracan,2000,,,nan,,
sebastian valdez,ar ARG,DF,Cen. Córdoba–SdE,28,1995,22.7,0,0,0.4,0.2,7,2,910,1120,81.25,39,20,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,sebastian valdez,sebastian valdez,cen cordoba sde,1995,1500000,538374,1995-11-06,29,first+last+birth_year
sebastian villa,co COL,FW,Ind. Rivadavia,27,1996,21.6,4,6,3.4,4.4,49,18,399,674,59.2,12,8,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,sebastian villa,sebastian villa,ind rivadavia,1996,5000000,493000,1996-05-19,29,first+last+birth_year
sergio quiroga,ar ARG,MF,Sarmiento,29,1994,2.1,0,1,0.0,0.1,1,0,25,44,56.82,6,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,sergio quiroga,sergio quiroga,sarmiento,1994,,,nan,,
sergio romero,ar ARG,GK,Boca Juniors,36,1987,15.9,0,0,0.0,0.0,0,0,345,478,72.18,0,0,0,0,15.0,0.94,60.0,44.0,75.0,5.0,31.3,1.0,0.0,1.0,0.0,18.3,0.32,3.3,0.21,35.0,150.0,23.3,339.0,89.0,30.4,31.7,11.0,4.4,5.0,0.31,11.5,True,36.0,sergio romero,sergio romero,boca juniors,1987,200000,30690,1987-02-22,38,first+last+birth_year
sheyko studer,ar ARG,DF,Ind. Rivadavia,21,2002,13.8,2,0,0.6,0.0,6,3,329,459,71.68,19,12,22,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,sheyko studer,sheyko studer,ind rivadavia,2002,3000000,1190390,2002-11-12,22,first+last+birth_year
silvio romero,ar ARG,"FW,MF",Instituto,35,1988,2.6,1,0,0.8,0.1,6,4,24,41,58.54,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,silvio romero,silvio romero,instituto,1988,,,nan,,
silvio ulariaga,ar ARG,FW,Godoy Cruz,21,2002,4.1,2,0,2.2,0.2,9,3,47,66,71.21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,silvio ulariaga,silvio ulariaga,godoy cruz,2002,,,nan,,
simon rivero,ar ARG,MF,Unión,20,2003,18.4,1,1,1.4,1.6,27,8,395,583,67.75,37,21,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,simon rivero,simon rivero,union,2003,500000,912009,2003-04-16,22,first+last+birth_year
siro rosane,ar ARG,MF,Barracas Central,23,2000,18.2,0,0,0.6,0.5,21,5,593,738,80.35,68,35,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,siro rosane,siro rosane,barracas central,2000,1000000,836253,2000-06-07,25,key+birth_year
stefano moreyra,ar ARG,MF,Instituto,22,2001,6.3,0,0,0.1,0.2,5,0,173,250,69.2,16,12,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,stefano moreyra,stefano moreyra,instituto,2001,400000,830855,2001-09-19,24,first+last+birth_year
thiago cardozo,uy URU,GK,Unión,27,1996,26.0,0,0,0.0,0.3,0,0,452,713,63.39,1,1,0,0,25.0,0.96,94.0,68.0,79.8,12.0,46.2,7.0,6.0,1.0,0.0,26.3,0.22,1.3,0.05,125.0,370.0,33.8,498.0,114.0,49.6,40.8,21.0,5.7,20.0,0.77,13.9,True,27.0,thiago cardozo,thiago cardozo,union,1996,2000000,294843,1996-07-31,29,first+last+birth_year
thiago fernandez,ar ARG,FW,Vélez Sarsfield,19,2004,21.3,5,5,5.1,4.9,43,13,422,649,65.02,28,13,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,thiago fernandez,thiago fernandez,velez sarsfield,2004,5000000,1127730,2004-04-03,21,key+birth_year
thiago nuss,ar ARG,FW,Cen. Córdoba–SdE,22,2001,0.8,0,0,0.2,0.0,3,0,7,13,53.85,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,thiago nuss,thiago nuss,cen cordoba sde,2001,,,nan,,
thiago ponce,ar ARG,FW,Rosario Central,19,2005,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,thiago ponce,thiago ponce,rosario central,2005,,,nan,,
thiago santamaria,ar ARG,DF,Arg Juniors,20,2003,12.9,0,0,0.2,0.5,9,1,502,703,71.41,32,21,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,thiago santamaria,thiago santamaria,arg juniors,2003,,,nan,,
thomas galdames,cl CHI,DF,Godoy Cruz,25,1998,3.0,0,0,0.2,0.3,4,1,97,130,74.62,7,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,thomas galdames,thomas galdames,godoy cruz,1998,,,nan,,
thyago ayala,ar ARG,GK,Sarmiento,22,2001,1.0,0,0,0.0,0.0,0,0,9,25,36.0,0,0,0,0,0.0,0.0,3.0,3.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.5,0.16,0.5,0.49,8.0,24.0,33.3,16.0,0.0,93.8,63.1,0.0,0.0,0.0,0.0,0.0,True,22.0,thyago ayala,thyago ayala,sarmiento,2001,,,nan,,
tiago banega,ar ARG,"MF,DF",Unión,24,1999,0.2,0,0,0.0,0.0,0,0,6,10,60.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,tiago banega,tiago banega,union,1999,,,nan,,
tiago ferreyra,ar ARG,"FW,DF",Defensa y Just,21,2002,0.0,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,tiago ferreyra,tiago ferreyra,defensa y justicia,2002,,,nan,,
tiago palacios,uy URU,"FW,MF",Estudiantes–LP,22,2001,19.4,3,3,4.2,2.1,55,15,584,779,74.97,36,27,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,tiago palacios,tiago palacios,estudiantes lp,2001,4500000,755457,2001-03-28,24,first+last+birth_year
tobias cervera,sy SYR,FW,Platense,21,2002,1.6,0,0,0.3,0.1,1,1,20,27,74.07,6,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,tobias cervera,tobias cervera,platense,2002,,,nan,,
tobias medina,ar ARG,"MF,FW",San Lorenzo,19,2004,0.6,0,0,0.0,0.1,0,0,37,44,84.09,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tobias medina,tobias medina,san lorenzo,2004,,,nan,,
tobias ostchega,ar ARG,DF,Ind. Rivadavia,25,1998,20.7,0,0,1.2,1.7,13,3,571,841,67.9,39,26,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,tobias ostchega,tobias ostchega,ind rivadavia,1998,400000,495109,1998-08-26,27,first+last+birth_year
tobias palacio,ar ARG,DF,Arg Juniors,17,2006,11.6,0,0,0.6,0.2,5,1,546,659,82.85,16,6,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,tobias palacio,tobias palacio,arg juniors,2006,,,nan,,
tobias rubio,ar ARG,MF,Racing Club,19,2004,0.1,0,0,0.0,0.0,0,0,5,5,100.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tobias rubio,tobias rubio,racing club,2004,500000,849534,2004-07-27,21,first+last+birth_year
tomas badaloni,ar ARG,FW,Godoy Cruz,23,2000,0.4,0,0,0.3,0.0,5,1,4,5,80.0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas badaloni,tomas badaloni,godoy cruz,2000,,,nan,,
tomas belmonte,ar ARG,MF,Boca Juniors,25,1998,13.5,0,0,1.0,0.0,8,2,580,671,86.44,38,23,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,tomas belmonte,tomas belmonte,boca juniors,1998,4000000,483446,1998-05-27,27,key+birth_year
tomas castro,ar ARG,"MF,DF",Atlé Tucumán,22,2001,2.7,1,0,0.5,0.3,2,2,72,128,56.25,9,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,tomas castro,tomas castro,atle tucuman,2001,,,nan,,
tomas cavanagh,ar ARG,"FW,DF",Tigre,23,2001,3.3,0,0,0.3,0.2,4,1,125,174,71.84,11,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas cavanagh,tomas cavanagh,tigre,2001,125000,832090,2001-01-05,24,first+last+birth_year
tomas conechny,ar ARG,FW,Godoy Cruz,25,1998,2.4,0,0,0.3,0.7,10,2,50,72,69.44,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,tomas conechny,tomas conechny,godoy cruz,1998,2200000,401571,1998-03-30,27,first+last+birth_year
tomas durso,ar ARG,GK,Atlé Tucumán,24,1999,27.0,0,0,0.0,0.1,0,0,357,699,51.07,1,1,0,0,27.0,1.0,95.0,68.0,73.7,11.0,40.7,3.0,2.0,1.0,0.0,27.5,0.27,1.5,0.05,203.0,525.0,38.7,467.0,47.0,67.2,47.4,15.0,3.6,25.0,0.93,13.8,True,24.0,tomas durso,tomas durso,atle tucuman,1999,1700000,534625,1999-02-26,26,first+last+birth_year
tomas fernandez,ar ARG,DF,Tigre,20,2004,3.3,0,0,0.0,0.0,0,0,166,187,88.77,8,4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,tomas fernandez,tomas fernandez,tigre,2004,50000,1153735,2004-01-07,21,key+birth_year
tomas galvan,ar ARG,"FW,MF",Tigre,23,2000,25.0,2,4,3.3,3.1,25,8,842,995,84.62,48,34,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas galvan,tomas galvan,tigre,2000,2500000,893850,2000-04-11,25,first+last+birth_year
tomas guiacobini,ar ARG,MF,Sarmiento,19,2004,8.1,0,1,0.2,0.2,3,0,232,302,76.82,11,4,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tomas guiacobini,tomas guiacobini,sarmiento,2004,200000,1253999,2004-05-19,21,key+birth_year
tomas guidara,ar ARG,DF,Vélez Sarsfield,27,1996,3.9,0,0,0.0,0.0,0,0,113,172,65.7,12,9,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,tomas guidara,tomas guidara,velez sarsfield,1996,1200000,355900,1996-03-13,29,first+last+birth_year
tomas jacob,ar ARG,DF,Newell's OB,19,2004,7.1,0,0,0.1,0.0,4,2,229,286,80.07,17,10,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tomas jacob,tomas jacob,newell s ob,2004,,,nan,,
tomas marchiori,ar ARG,GK,Vélez Sarsfield,28,1995,25.6,0,0,0.0,0.0,0,0,548,772,70.98,0,0,0,0,15.0,0.59,76.0,61.0,82.9,15.0,57.7,3.0,2.0,1.0,0.0,17.9,0.21,3.9,0.15,94.0,288.0,32.6,568.0,136.0,37.9,34.6,15.0,4.4,21.0,0.82,14.6,True,28.0,tomas marchiori,tomas marchiori,velez sarsfield,1995,3800000,596909,1995-06-20,30,key+birth_year
tomas molina,ar ARG,FW,Cen. Córdoba–SdE,28,1995,4.0,3,1,2.3,0.9,5,2,54,69,78.26,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,tomas molina,tomas molina,cen cordoba sde,1995,2500000,429591,1995-04-12,30,first+last+birth_year
tomas o'connor,ar ARG,MF,Rosario Central,19,2004,4.0,1,0,0.6,0.1,1,1,168,209,80.38,16,11,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,tomas o connor,tomas connor,rosario central,2004,1500000,1027880,2004-03-25,21,key+birth_year
tomas palacios,ar ARG,DF,Ind. Rivadavia,20,2003,8.5,0,0,0.2,0.0,6,1,172,268,64.18,22,15,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,tomas palacios,tomas palacios,ind rivadavia,2003,,,nan,,
tomas perez,ar ARG,MF,Newell's OB,18,2005,13.3,1,0,0.7,0.2,10,3,410,491,83.5,28,13,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,tomas perez,tomas perez,newell s ob,2005,,,nan,,
tomas porra,ar ARG,MF,San Lorenzo,20,2004,0.4,0,0,0.2,0.0,1,0,12,14,85.71,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,tomas porra,tomas porra,san lorenzo,2004,100000,856593,2004-01-09,21,first+last+birth_year
tomas pozzo,ar ARG,MF,Godoy Cruz,23,2000,1.9,0,0,0.1,0.1,3,1,101,129,78.29,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,tomas pozzo,tomas pozzo,godoy cruz,2000,275000,838796,2000-09-27,25,first+last+birth_year
tomas villoldo,ar ARG,"DF,MF",Deportivo Riestra,28,1995,1.6,0,0,0.0,0.0,0,0,18,47,38.3,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,tomas villoldo,tomas villoldo,deportivo riestra,1995,,,nan,,
